"CR231197","Corn",2010,4.25
"CR231197","Corn",2000,0.67
"CR231197","Corn",2010,0.95
"CR231197","Corn",2000,0.67
"CR231197","Corn",2010,0.95
"CR231197","Corn",2000,2.98
"CR231197","Corn",2010,4.24
"CR231197","Corn",2000,2.98
"CR231197","Corn",2010,4.24
"CR231197","Corn",2000,2.98
"CR231197","Corn",2010,4.24
"CR231197","Corn",2000,2.98
"CR231197","Corn",2010,4.24
"CR231198","Corn",2000,3.01
"CR231198","Corn",2010,4.28
"CR231198","Corn",2000,0.55
"CR231198","Corn",2010,0.78
"CR231198","Corn",2000,0.55
"CR231198","Corn",2010,0.78
"CR231198","Corn",2000,3.07
"CR231198","Corn",2010,4.38
"CR231198","Corn",2000,3.07
"CR231198","Corn",2010,4.38
"CR231198","Corn",2000,3.07
"CR231198","Corn",2010,4.38
"CR231198","Corn",2000,3.07
"CR231198","Corn",2010,4.38
"CR231198","Rice",2000,6.2
"CR231198","Rice",2010,7.26
"CR231198","Rice",2000,6.2
"CR231198","Rice",2010,7.26
"CR231198","Rice",2000,6.2
"CR231198","Rice",2010,7.26
"CR231198","Rice",2000,6.2
"CR231198","Rice",2010,7.26
"CR231199","Corn",2000,3.12
"CR231199","Corn",2010,4.44
"CR231199","Corn",2000,0.74
"CR231199","Corn",2010,1.05
"CR231199","Corn",2000,0.74
"CR231199","Corn",2010,1.05
"CR231199","Corn",2000,3.28
"CR231199","Corn",2010,4.67
"CR231199","Corn",2000,3.28
"CR231199","Corn",2010,4.67
"CR231199","Corn",2000,3.28
"CR231199","Corn",2010,4.67
"CR231199","Corn",2000,3.28
"CR231199","Corn",2010,4.67
"CR231199","Rice",2000,4.44
"CR231199","Rice",2010,5.2
"CR231199","Rice",2000,2.03
"CR231199","Rice",2010,2.38
"CR231199","Rice",2000,2.03
"CR231199","Rice",2010,2.38
"CR231199","Rice",2000,5.82
"CR231199","Rice",2010,6.82
"CR231199","Rice",2000,5.82
"CR231199","Rice",2010,6.82
"CR231199","Rice",2000,5.82
"CR231199","Rice",2010,6.82
"CR231199","Rice",2000,5.82
"CR231199","Rice",2010,6.82
"CR231200","Corn",2000,3.03
"CR231200","Corn",2010,4.31
"CR231200","Corn",2000,0.76
"CR231200","Corn",2010,1.08
"CR231200","Corn",2000,0.76
"CR231200","Corn",2010,1.08
"CR231200","Corn",2000,3.31
"CR231200","Corn",2010,4.71
"CR231200","Corn",2000,3.31
"CR231200","Corn",2010,4.71
"CR231200","Corn",2000,3.31
"CR231200","Corn",2010,4.71
"CR231200","Corn",2000,3.31
"CR231200","Corn",2010,4.71
"CR231200","Rice",2000,4.11
"CR231200","Rice",2010,4.81
"CR231200","Rice",2000,2.08
"CR231200","Rice",2010,2.44
"CR231200","Rice",2000,2.08
"CR231200","Rice",2010,2.44
"CR231200","Rice",2000,5.6
"CR231200","Rice",2010,6.57
"CR231200","Rice",2000,5.6
"CR231200","Rice",2010,6.57
"CR231200","Rice",2000,5.6
"CR231200","Rice",2010,6.57
"CR231200","Rice",2000,5.6
"CR231200","Rice",2010,6.57
"CR231201","Corn",2000,2.71
"CR231201","Corn",2010,3.86
"CR231201","Corn",2000,0.78
"CR231201","Corn",2010,1.11
"CR231201","Corn",2000,0.78
"CR231201","Corn",2010,1.11
"CR231201","Corn",2000,3.09
"CR231201","Corn",2010,4.4
"CR231201","Corn",2000,3.09
"CR231201","Corn",2010,4.4
"CR231201","Corn",2000,3.09
"CR231201","Corn",2010,4.4
"CR231201","Corn",2000,3.09
"CR231201","Corn",2010,4.4
"CR231201","Rice",2000,3.74
"CR231201","Rice",2010,4.39
"CR231201","Rice",2000,1.84
"CR231201","Rice",2010,2.16
"CR231201","Rice",2000,1.84
"CR231201","Rice",2010,2.16
"CR231201","Rice",2000,5.26
"CR231201","Rice",2010,6.17
"CR231201","Rice",2000,5.26
"CR231201","Rice",2010,6.17
"CR231201","Rice",2000,5.26
"CR231201","Rice",2010,6.17
"CR231201","Rice",2000,5.26
"CR231201","Rice",2010,6.17
"CR231201","Corn",2000,2.02
"CR231201","Corn",2010,2.88
"CR231201","Corn",2000,0.13
"CR231201","Corn",2010,0.19
"CR231201","Corn",2000,0.13
"CR231201","Corn",2010,0.19
"CR231201","Corn",2000,2.75
"CR231201","Corn",2010,3.92
"CR231201","Corn",2000,2.75
"CR231201","Corn",2010,3.92
"CR231201","Corn",2000,2.75
"CR231201","Corn",2010,3.92
"CR231201","Corn",2000,2.75
"CR231201","Corn",2010,3.92
"CR231201","Rice",2000,2.74
"CR231201","Rice",2010,3.21
"CR231201","Rice",2000,0.36
"CR231201","Rice",2010,0.42
"CR231201","Rice",2000,0.36
"CR231201","Rice",2010,0.42
"CR231201","Rice",2000,4.05
"CR231201","Rice",2010,4.74
"CR231201","Rice",2000,4.05
"CR231201","Rice",2010,4.74
"CR231201","Rice",2000,4.05
"CR231201","Rice",2010,4.74
"CR231201","Rice",2000,4.05
"CR231201","Rice",2010,4.74
"CR231202","Corn",2000,2.3
"CR231202","Corn",2010,3.28
"CR231202","Corn",2000,0.19
"CR231202","Corn",2010,0.27
"CR231202","Corn",2000,0.19
"CR231202","Corn",2010,0.27
"CR231202","Corn",2000,3.35
"CR231202","Corn",2010,4.77
"CR231202","Corn",2000,3.35
"CR231202","Corn",2010,4.77
"CR231202","Corn",2000,3.35
"CR231202","Corn",2010,4.77
"CR231202","Corn",2000,3.35
"CR231202","Corn",2010,4.77
"CR231202","Rice",2000,2.15
"CR231202","Rice",2010,2.52
"CR231202","Rice",2000,0.52
"CR231202","Rice",2010,0.6
"CR231202","Rice",2000,0.52
"CR231202","Rice",2010,0.6
"CR231202","Rice",2000,3.56
"CR231202","Rice",2010,4.17
"CR231202","Rice",2000,3.56
"CR231202","Rice",2010,4.17
"CR231202","Rice",2000,3.56
"CR231202","Rice",2010,4.17
"CR231202","Rice",2000,3.56
"CR231202","Rice",2010,4.17
"CR231202","Corn",2000,3.13
"CR231202","Corn",2010,4.45
"CR231202","Corn",2000,0.7
"CR231202","Corn",2010,1
"CR231202","Corn",2000,0.69
"CR231202","Corn",2010,0.98
"CR231202","Corn",2000,3.41
"CR231202","Corn",2010,4.85
"CR231202","Corn",2000,3.41
"CR231202","Corn",2010,4.85
"CR231202","Corn",2000,3.41
"CR231202","Corn",2010,4.85
"CR231202","Corn",2000,3.41
"CR231202","Corn",2010,4.85
"CR231202","Rice",2000,3.51
"CR231202","Rice",2010,4.11
"CR231202","Rice",2000,1.73
"CR231202","Rice",2010,2.03
"CR231202","Rice",2000,1.81
"CR231202","Rice",2010,2.12
"CR231202","Rice",2000,5.09
"CR231202","Rice",2010,5.97
"CR231202","Rice",2000,5.09
"CR231202","Rice",2010,5.97
"CR231202","Rice",2000,5.09
"CR231202","Rice",2010,5.97
"CR231202","Rice",2000,5.09
"CR231202","Rice",2010,5.97
"CR231203","Corn",2000,2.58
"CR231203","Corn",2010,3.68
"CR231203","Corn",2000,0.5
"CR231203","Corn",2010,0.71
"CR231203","Corn",2000,0.49
"CR231203","Corn",2010,0.7
"CR231203","Corn",2000,3.07
"CR231203","Corn",2010,4.37
"CR231203","Corn",2000,3.07
"CR231203","Corn",2010,4.37
"CR231203","Corn",2000,3.07
"CR231203","Corn",2010,4.37
"CR231203","Corn",2000,3.07
"CR231203","Corn",2010,4.37
"CR231203","Rice",2000,3.42
"CR231203","Rice",2010,4
"CR231203","Rice",2000,4.85
"CR231203","Rice",2010,5.68
"CR231203","Rice",2000,4.85
"CR231203","Rice",2010,5.68
"CR231203","Rice",2000,4.85
"CR231203","Rice",2010,5.68
"CR231203","Rice",2000,4.85
"CR231203","Rice",2010,5.68
"CR231204","Corn",2000,2.63
"CR231204","Corn",2010,3.74
"CR231204","Corn",2000,0.5
"CR231204","Corn",2010,0.71
"CR231204","Corn",2000,0.5
"CR231204","Corn",2010,0.71
"CR231204","Corn",2000,3.15
"CR231204","Corn",2010,4.48
"CR231204","Corn",2000,3.15
"CR231204","Corn",2010,4.48
"CR231204","Corn",2000,3.15
"CR231204","Corn",2010,4.48
"CR231204","Corn",2000,3.15
"CR231204","Corn",2010,4.48
"CR231204","Rice",2000,4.89
"CR231204","Rice",2010,5.73
"CR231204","Rice",2000,4.89
"CR231204","Rice",2010,5.73
"CR231204","Rice",2000,4.89
"CR231204","Rice",2010,5.73
"CR231204","Rice",2000,4.89
"CR231204","Rice",2010,5.73
"CR231204","Corn",2000,2.7
"CR231204","Corn",2010,3.85
"CR231204","Corn",2000,0.57
"CR231204","Corn",2010,0.81
"CR231204","Corn",2000,0.57
"CR231204","Corn",2010,0.81
"CR231204","Corn",2000,3.16
"CR231204","Corn",2010,4.49
"CR231204","Corn",2000,3.16
"CR231204","Corn",2010,4.49
"CR231204","Corn",2000,3.16
"CR231204","Corn",2010,4.49
"CR231204","Corn",2000,3.16
"CR231204","Corn",2010,4.49
"CR231204","Rice",2000,3.47
"CR231204","Rice",2010,4.07
"CR231204","Rice",2000,1.63
"CR231204","Rice",2010,1.9
"CR231204","Rice",2000,1.63
"CR231204","Rice",2010,1.9
"CR231204","Rice",2000,4.9
"CR231204","Rice",2010,5.74
"CR231204","Rice",2000,4.9
"CR231204","Rice",2010,5.74
"CR231204","Rice",2000,4.9
"CR231204","Rice",2010,5.74
"CR231204","Rice",2000,4.9
"CR231204","Rice",2010,5.74
"CR231205","Corn",2000,2.68
"CR231205","Corn",2010,3.82
"CR231205","Corn",2000,0.54
"CR231205","Corn",2010,0.76
"CR231205","Corn",2000,0.54
"CR231205","Corn",2010,0.76
"CR231205","Corn",2000,2.95
"CR231205","Corn",2010,4.2
"CR231205","Corn",2000,2.95
"CR231205","Corn",2010,4.2
"CR231205","Corn",2000,2.95
"CR231205","Corn",2010,4.2
"CR231205","Corn",2000,2.95
"CR231205","Corn",2010,4.2
"CR231205","Rice",2000,4.88
"CR231205","Rice",2010,5.72
"CR231205","Rice",2000,4.88
"CR231205","Rice",2010,5.72
"CR231205","Rice",2000,4.88
"CR231205","Rice",2010,5.72
"CR231205","Rice",2000,4.88
"CR231205","Rice",2010,5.72
"CR232172","Corn",2000,3.14
"CR232172","Corn",2010,4.48
"CR232172","Corn",2000,0.75
"CR232172","Corn",2010,1.07
"CR232172","Corn",2000,0.7
"CR232172","Corn",2010,0.99
"CR232172","Corn",2000,3.57
"CR232172","Corn",2010,5.09
"CR232172","Corn",2000,3.57
"CR232172","Corn",2010,5.09
"CR232172","Corn",2000,3.57
"CR232172","Corn",2010,5.09
"CR232172","Corn",2000,3.57
"CR232172","Corn",2010,5.09
"CR232172","Rice",2000,2.41
"CR232172","Rice",2010,2.82
"CR232172","Rice",2000,1.15
"CR232172","Rice",2010,1.35
"CR232173","Corn",2000,3.05
"CR232173","Corn",2010,4.35
"CR232173","Corn",2000,0.84
"CR232173","Corn",2010,1.2
"CR232173","Corn",2000,0.86
"CR232173","Corn",2010,1.23
"CR232173","Corn",2000,3.49
"CR232173","Corn",2010,4.97
"CR232173","Corn",2000,3.49
"CR232173","Corn",2010,4.97
"CR232173","Corn",2000,3.49
"CR232173","Corn",2010,4.97
"CR232173","Corn",2000,3.49
"CR232173","Corn",2010,4.97
"CR232173","Rice",2000,3.78
"CR232173","Rice",2010,4.42
"CR232173","Rice",2000,1.79
"CR232173","Rice",2010,2.09
"CR232173","Rice",2000,1.95
"CR232173","Rice",2010,2.29
"CR232173","Rice",2000,4.68
"CR232173","Rice",2010,5.49
"CR232173","Rice",2000,4.68
"CR232173","Rice",2010,5.49
"CR232173","Rice",2000,4.68
"CR232173","Rice",2010,5.49
"CR232173","Rice",2000,4.68
"CR232173","Rice",2010,5.49
"CR232174","Corn",2000,2.86
"CR232174","Corn",2010,4.07
"CR232174","Corn",2000,0.85
"CR232174","Corn",2010,1.21
"CR232174","Corn",2000,0.86
"CR232174","Corn",2010,1.22
"CR232174","Corn",2000,2.95
"CR232174","Corn",2010,4.21
"CR232174","Corn",2000,2.95
"CR232174","Corn",2010,4.21
"CR232174","Corn",2000,2.95
"CR232174","Corn",2010,4.21
"CR232174","Corn",2000,2.95
"CR232174","Corn",2010,4.21
"CR232174","Rice",2000,3.48
"CR232174","Rice",2010,4.08
"CR232174","Rice",2000,2
"CR232174","Rice",2010,2.35
"CR232174","Rice",2000,2.1
"CR232174","Rice",2010,2.46
"CR232174","Rice",2000,4.22
"CR232174","Rice",2010,4.94
"CR232174","Rice",2000,4.22
"CR232174","Rice",2010,4.94
"CR232174","Rice",2000,4.22
"CR232174","Rice",2010,4.94
"CR232174","Rice",2000,4.22
"CR232174","Rice",2010,4.94
"CR232175","Corn",2000,3.23
"CR232175","Corn",2010,4.59
"CR232175","Corn",2000,0.85
"CR232175","Corn",2010,1.2
"CR232175","Corn",2000,0.84
"CR232175","Corn",2010,1.2
"CR232175","Rice",2000,3.37
"CR232175","Rice",2010,3.95
"CR232175","Rice",2000,1.62
"CR232175","Rice",2010,1.9
"CR232185","Corn",2000,2.29
"CR232185","Corn",2010,3.27
"CR232185","Corn",2000,0.56
"CR232185","Corn",2010,0.79
"CR232185","Corn",2000,0.56
"CR232185","Corn",2010,0.79
"CR232185","Corn",2000,2.28
"CR232185","Corn",2010,3.24
"CR232185","Corn",2000,2.28
"CR232185","Corn",2010,3.24
"CR232185","Corn",2000,2.28
"CR232185","Corn",2010,3.24
"CR232185","Corn",2000,2.28
"CR232185","Corn",2010,3.24
"CR232186","Corn",2000,2.4
"CR232186","Corn",2010,3.42
"CR232186","Corn",2000,0.56
"CR232186","Corn",2010,0.79
"CR232186","Corn",2000,0.56
"CR232186","Corn",2010,0.79
"CR232186","Corn",2000,2.36
"CR232186","Corn",2010,3.36
"CR232186","Corn",2000,2.36
"CR232186","Corn",2010,3.36
"CR232186","Corn",2000,2.36
"CR232186","Corn",2010,3.36
"CR232186","Corn",2000,2.36
"CR232186","Corn",2010,3.36
"CR232186","Rice",2000,4.44
"CR232186","Rice",2010,5.21
"CR232186","Rice",2000,4.44
"CR232186","Rice",2010,5.21
"CR232186","Rice",2000,4.44
"CR232186","Rice",2010,5.21
"CR232186","Rice",2000,4.44
"CR232186","Rice",2010,5.21
"CR232187","Corn",2000,2.83
"CR232187","Corn",2010,4.03
"CR232187","Corn",2000,0.78
"CR232187","Corn",2010,1.11
"CR232187","Corn",2000,0.78
"CR232187","Corn",2010,1.11
"CR232187","Corn",2000,2.87
"CR232187","Corn",2010,4.08
"CR232187","Corn",2000,2.87
"CR232187","Corn",2010,4.08
"CR232187","Corn",2000,2.87
"CR232187","Corn",2010,4.08
"CR232187","Corn",2000,2.87
"CR232187","Corn",2010,4.08
"CR232187","Rice",2000,3.87
"CR232187","Rice",2010,4.54
"CR232188","Corn",2000,2.72
"CR232188","Corn",2010,3.87
"CR232188","Corn",2000,0.81
"CR232188","Corn",2010,1.15
"CR232188","Corn",2000,0.81
"CR232188","Corn",2010,1.15
"CR232188","Corn",2000,2.76
"CR232188","Corn",2010,3.93
"CR232188","Corn",2000,2.76
"CR232188","Corn",2010,3.93
"CR232188","Corn",2000,2.76
"CR232188","Corn",2010,3.93
"CR232188","Corn",2000,2.76
"CR232188","Corn",2010,3.93
"CR232189","Corn",2000,2.79
"CR232189","Corn",2010,3.97
"CR232189","Corn",2000,0.85
"CR232189","Corn",2010,1.21
"CR232189","Corn",2000,0.85
"CR232189","Corn",2010,1.21
"CR232189","Corn",2000,2.81
"CR232189","Corn",2010,4
"CR232189","Corn",2000,2.81
"CR232189","Corn",2010,4
"CR232189","Corn",2000,2.81
"CR232189","Corn",2010,4
"CR232189","Corn",2000,2.81
"CR232189","Corn",2010,4
"CR232190","Corn",2000,2.97
"CR232190","Corn",2010,4.23
"CR232190","Corn",2000,0.59
"CR232190","Corn",2010,0.84
"CR232190","Corn",2000,0.59
"CR232190","Corn",2010,0.84
"CR232190","Corn",2000,3.03
"CR232190","Corn",2010,4.31
"CR232190","Corn",2000,3.03
"CR232190","Corn",2010,4.31
"CR232190","Corn",2000,3.03
"CR232190","Corn",2010,4.31
"CR232190","Corn",2000,3.03
"CR232190","Corn",2010,4.31
"CR232191","Corn",2000,2.54
"CR232191","Corn",2010,3.62
"CR232191","Corn",2000,0.65
"CR232191","Corn",2010,0.93
"CR232191","Corn",2000,0.65
"CR232191","Corn",2010,0.93
"CR232191","Corn",2000,2.56
"CR232191","Corn",2010,3.65
"CR232191","Corn",2000,2.56
"CR232191","Corn",2010,3.65
"CR232191","Corn",2000,2.56
"CR232191","Corn",2010,3.65
"CR232191","Corn",2000,2.56
"CR232191","Corn",2010,3.65
"CR232192","Corn",2000,2.97
"CR232192","Corn",2010,4.23
"CR232193","Corn",2000,3.06
"CR232193","Corn",2010,4.36
"CR232194","Corn",2000,3.12
"CR232194","Corn",2010,4.44
"CR232194","Corn",2000,0.76
"CR232194","Corn",2010,1.08
"CR232195","Corn",2000,3.14
"CR232195","Corn",2010,4.47
"CR232195","Corn",2000,0.75
"CR232195","Corn",2010,1.07
"CR232196","Corn",2000,3.4
"CR232196","Corn",2010,4.84
"CR232196","Corn",2000,1.04
"CR232196","Corn",2010,1.48
"CR232197","Corn",2000,3.18
"CR232197","Corn",2010,4.53
"CR232197","Corn",2000,0.74
"CR232197","Corn",2010,1.05
"CR232198","Corn",2000,3.01
"CR232198","Corn",2010,4.28
"CR232198","Corn",2000,0.57
"CR232198","Corn",2010,0.82
"CR232198","Corn",2000,0.57
"CR232198","Corn",2010,0.82
"CR232198","Corn",2000,3.07
"CR232198","Corn",2010,4.37
"CR232198","Corn",2000,3.07
"CR232198","Corn",2010,4.37
"CR232198","Corn",2000,3.07
"CR232198","Corn",2010,4.37
"CR232198","Corn",2000,3.07
"CR232198","Corn",2010,4.37
"CR232198","Rice",2000,4.76
"CR232198","Rice",2010,5.58
"CR232198","Rice",2000,1.66
"CR232198","Rice",2010,1.94
"CR232198","Rice",2000,1.66
"CR232198","Rice",2010,1.94
"CR232199","Corn",2000,3.04
"CR232199","Corn",2010,4.32
"CR232199","Corn",2000,0.58
"CR232199","Corn",2010,0.83
"CR232199","Corn",2000,0.58
"CR232199","Corn",2010,0.83
"CR232199","Corn",2000,3.11
"CR232199","Corn",2010,4.43
"CR232199","Corn",2000,3.11
"CR232199","Corn",2010,4.43
"CR232199","Corn",2000,3.11
"CR232199","Corn",2010,4.43
"CR232199","Corn",2000,3.11
"CR232199","Corn",2010,4.43
"CR232199","Rice",2000,4.44
"CR232199","Rice",2010,5.2
"CR232199","Rice",2000,1.64
"CR232199","Rice",2010,1.93
"CR232199","Rice",2000,1.64
"CR232199","Rice",2010,1.93
"CR232199","Rice",2000,5.89
"CR232199","Rice",2010,6.91
"CR232199","Rice",2000,5.89
"CR232199","Rice",2010,6.91
"CR232199","Rice",2000,5.89
"CR232199","Rice",2010,6.91
"CR232199","Rice",2000,5.89
"CR232199","Rice",2010,6.91
"CR232200","Corn",2000,3.04
"CR232200","Corn",2010,4.33
"CR232200","Corn",2000,0.74
"CR232200","Corn",2010,1.05
"CR232200","Corn",2000,0.74
"CR232200","Corn",2010,1.05
"CR232200","Corn",2000,3.3
"CR232200","Corn",2010,4.7
"CR232200","Corn",2000,3.3
"CR232200","Corn",2010,4.7
"CR232200","Corn",2000,3.3
"CR232200","Corn",2010,4.7
"CR232200","Corn",2000,3.3
"CR232200","Corn",2010,4.7
"CR232200","Rice",2000,4.02
"CR232200","Rice",2010,4.71
"CR232200","Rice",2000,1.99
"CR232200","Rice",2010,2.33
"CR232200","Rice",2000,1.99
"CR232200","Rice",2010,2.33
"CR232200","Rice",2000,5.45
"CR232200","Rice",2010,6.38
"CR232200","Rice",2000,5.45
"CR232200","Rice",2010,6.38
"CR232200","Rice",2000,5.45
"CR232200","Rice",2010,6.38
"CR232200","Rice",2000,5.45
"CR232200","Rice",2010,6.38
"CR232201","Corn",2000,2.92
"CR232201","Corn",2010,4.16
"CR232201","Corn",2000,0.9
"CR232201","Corn",2010,1.28
"CR232201","Corn",2000,0.9
"CR232201","Corn",2010,1.28
"CR232201","Corn",2000,3.35
"CR232201","Corn",2010,4.77
"CR232201","Corn",2000,3.35
"CR232201","Corn",2010,4.77
"CR232201","Corn",2000,3.35
"CR232201","Corn",2010,4.77
"CR232201","Corn",2000,3.35
"CR232201","Corn",2010,4.77
"CR232201","Rice",2000,3.89
"CR232201","Rice",2010,4.55
"CR232201","Rice",2000,2.36
"CR232201","Rice",2010,2.77
"CR232201","Rice",2000,2.36
"CR232201","Rice",2010,2.77
"CR232201","Rice",2000,5.41
"CR232201","Rice",2010,6.34
"CR232201","Rice",2000,5.41
"CR232201","Rice",2010,6.34
"CR232201","Rice",2000,5.41
"CR232201","Rice",2010,6.34
"CR232201","Rice",2000,5.41
"CR232201","Rice",2010,6.34
"CR232201","Corn",2000,2.73
"CR232201","Corn",2010,3.88
"CR232201","Corn",2000,0.68
"CR232201","Corn",2010,0.97
"CR232201","Corn",2000,0.68
"CR232201","Corn",2010,0.97
"CR232201","Corn",2000,3.57
"CR232201","Corn",2010,5.09
"CR232201","Corn",2000,3.57
"CR232201","Corn",2010,5.09
"CR232201","Corn",2000,3.57
"CR232201","Corn",2010,5.09
"CR232201","Corn",2000,3.57
"CR232201","Corn",2010,5.09
"CR232201","Rice",2000,2.6
"CR232201","Rice",2010,3.04
"CR232201","Rice",2000,1.37
"CR232201","Rice",2010,1.6
"CR232201","Rice",2000,1.38
"CR232201","Rice",2010,1.62
"CR232201","Rice",2000,3.89
"CR232201","Rice",2010,4.56
"CR232201","Rice",2000,3.89
"CR232201","Rice",2010,4.56
"CR232201","Rice",2000,3.89
"CR232201","Rice",2010,4.56
"CR232201","Rice",2000,3.89
"CR232201","Rice",2010,4.56
"CR232202","Corn",2000,2.61
"CR232202","Corn",2010,3.71
"CR232202","Corn",2000,0.33
"CR232202","Corn",2010,0.47
"CR232202","Corn",2000,0.33
"CR232202","Corn",2010,0.47
"CR232202","Corn",2000,3.32
"CR232202","Corn",2010,4.73
"CR232202","Corn",2000,3.32
"CR232202","Corn",2010,4.73
"CR232202","Corn",2000,3.32
"CR232202","Corn",2010,4.73
"CR232202","Corn",2000,3.32
"CR232202","Corn",2010,4.73
"CR232202","Rice",2000,2.55
"CR232202","Rice",2010,2.99
"CR232202","Rice",2000,0.81
"CR232202","Rice",2010,0.94
"CR232202","Rice",2000,0.81
"CR232202","Rice",2010,0.95
"CR232202","Rice",2000,4.03
"CR232202","Rice",2010,4.72
"CR232202","Rice",2000,4.03
"CR232202","Rice",2010,4.72
"CR232202","Rice",2000,4.03
"CR232202","Rice",2010,4.72
"CR232202","Rice",2000,4.03
"CR232202","Rice",2010,4.72
"CR232203","Corn",2000,2.99
"CR232203","Corn",2010,4.26
"CR232203","Corn",2000,0.66
"CR232203","Corn",2010,0.94
"CR232203","Corn",2000,0.68
"CR232203","Corn",2010,0.97
